uid,reg_date,device,gender,country,age
21633394.0,2017-04-15,iOS,F,DEU,26
69804359.0,2017-12-30,iOS,F,USA,25
36555876.0,2017-04-20,and,F,BRA,31
14464531.0,2017-09-16,iOS,F,BRA,16
25435628.0,2017-01-24,and,F,BRA,30
94460667.0,2018-01-13,and,F,USA,22
70314912.0,2018-02-20,iOS,F,BRA,22
43300676.0,2016-01-13,and,F,TUR,18
28973284.0,2017-07-19,iOS,F,FRA,15
85226112.0,2018-01-26,and,M,USA,16
87948327.0,2016-06-11,iOS,F,TUR,15
82032467.0,2018-02-23,and,F,FRA,17
70815497.0,2018-02-20,iOS,M,BRA,18
85953695.0,2017-05-17,and,F,FRA,24
16868908.0,2017-08-10,and,M,FRA,27
89180970.0,2016-01-30,iOS,M,USA,33
29160614.0,2017-10-06,and,F,DEU,66
61685054.0,2018-01-15,and,M,BRA,20
81384864.0,2018-03-12,and,M,USA,15
19133823.0,2017-08-05,iOS,M,USA,27
78429993.0,2017-09-16,and,M,CAN,26
27462048.0,2015-01-27,iOS,M,USA,52
40474662.0,2017-12-24,and,M,BRA,17
51692532.0,2018-02-18,iOS,F,DEU,16
36282124.0,2017-03-02,and,F,USA,16
19238249.0,2017-08-24,iOS,F,USA,19
93321090.0,2017-12-01,iOS,M,USA,22
16376777.0,2018-01-29,and,F,USA,19
41196200.0,2017-01-02,and,M,BRA,30
54143576.0,2016-02-28,and,M,BRA,16
55999122.0,2017-11-07,iOS,F,USA,28
51002072.0,2018-03-12,iOS,F,USA,20
63984210.0,2018-02-21,iOS,F,TUR,17
34478937.0,2018-03-17,iOS,F,DEU,18
94231640.0,2016-11-01,and,F,FRA,23
75633715.0,2016-07-28,and,F,DEU,15
92733510.0,2015-08-24,and,M,BRA,15
61437147.0,2017-12-12,and,M,USA,19
13038192.0,2017-08-24,iOS,M,BRA,16
15753947.0,2017-03-25,and,M,BRA,44
75808644.0,2018-01-08,and,M,BRA,19
44250519.0,2015-08-26,iOS,F,BRA,19
29647008.0,2018-03-18,and,F,USA,17
79280021.0,2018-02-25,and,M,TUR,21
18300935.0,2018-02-01,iOS,F,FRA,17
22995892.0,2016-06-15,and,F,TUR,23
18449695.0,2018-03-17,and,F,BRA,26
61563519.0,2016-12-16,and,M,TUR,15
81403954.0,2018-02-26,and,F,USA,19
77557879.0,2017-01-18,and,F,USA,34
70732915.0,2018-01-23,iOS,F,BRA,35
87007456.0,2018-01-30,iOS,F,CAN,26
83628076.0,2017-07-29,and,M,DEU,38
84424030.0,2018-03-09,and,F,USA,34
25194914.0,2017-07-19,and,M,BRA,19
79721979.0,2018-02-15,and,F,TUR,16
85470265.0,2017-03-28,and,M,DEU,21
37679198.0,2018-03-12,and,M,BRA,25
45105533.0,2017-09-09,and,M,USA,18
83807431.0,2018-01-04,iOS,M,USA,55
70564535.0,2017-12-06,and,F,DEU,21
11376870.0,2017-07-20,iOS,M,DEU,17
19569768.0,2017-11-24,and,F,USA,21
62950240.0,2017-05-15,and,M,USA,16
26897417.0,2017-04-19,and,F,BRA,24
81386640.0,2018-03-14,iOS,M,USA,31
89672821.0,2018-01-30,and,F,USA,16
95718406.0,2016-11-06,and,F,USA,19
90922815.0,2016-08-26,and,F,CAN,18
57905765.0,2018-01-07,iOS,M,BRA,15
14948948.0,2016-08-18,and,M,USA,25
43777639.0,2018-03-03,iOS,F,TUR,19
28714986.0,2017-04-15,and,F,BRA,24
91697354.0,2017-09-27,and,F,USA,24
72175678.0,2017-10-24,iOS,M,USA,16
81686490.0,2017-04-04,iOS,F,TUR,24
40439397.0,2017-11-30,iOS,F,USA,26
24466682.0,2016-12-19,and,M,BRA,16
53168498.0,2018-02-24,iOS,F,USA,21
57427158.0,2017-12-15,and,F,USA,21
31446151.0,2017-01-04,iOS,M,USA,16
93381363.0,2018-03-04,and,M,USA,20
17438616.0,2017-06-16,and,M,USA,23
42220050.0,2017-08-11,iOS,F,BRA,20
40116023.0,2017-11-26,and,F,BRA,18
46514397.0,2017-05-06,iOS,F,USA,40
52460347.0,2017-10-04,iOS,F,USA,18
49042525.0,2017-10-16,and,F,TUR,39
37044247.0,2017-06-21,and,M,USA,15
25999385.0,2017-08-18,and,F,TUR,31
47130379.0,2018-03-11,iOS,F,USA,46
39086115.0,2017-03-03,iOS,M,TUR,19
36261477.0,2018-03-09,and,M,USA,23
68916176.0,2017-02-23,and,F,BRA,20
36029568.0,2017-09-24,and,F,CAN,37
15675030.0,2018-01-28,and,M,DEU,33
88549304.0,2017-03-26,iOS,F,BRA,17
80672327.0,2018-02-15,and,F,FRA,22
17224333.0,2017-08-04,iOS,F,USA,18
49275721.0,2018-03-12,iOS,F,USA,29
25473152.0,2017-09-28,and,M,TUR,37
63755202.0,2016-11-22,iOS,M,USA,33
93979502.0,2016-11-21,iOS,M,BRA,23
92074827.0,2018-02-20,and,M,TUR,17
21201773.0,2018-03-11,and,F,USA,32
74871490.0,2017-07-30,and,F,DEU,20
54419979.0,2018-03-11,iOS,F,DEU,20
79773920.0,2017-10-07,iOS,F,USA,24
15988689.0,2016-02-12,and,F,BRA,19
88849531.0,2017-05-22,and,F,DEU,35
70745546.0,2016-08-06,iOS,F,DEU,23
20031988.0,2016-12-12,and,F,BRA,27
94637697.0,2016-12-19,iOS,M,BRA,29
38348062.0,2018-02-05,iOS,F,USA,28
85488149.0,2016-07-31,and,F,USA,16
21758353.0,2017-10-13,and,M,TUR,20
25277307.0,2017-11-17,and,F,USA,26
25841981.0,2016-11-11,and,M,USA,15
21475021.0,2017-06-23,and,F,DEU,28
20913404.0,2017-11-20,and,M,TUR,25
89676941.0,2016-06-08,and,F,USA,21
38509633.0,2017-07-19,and,F,BRA,29
95178192.0,2018-03-10,and,M,BRA,24
29729462.0,2017-07-10,and,M,BRA,16
42121001.0,2016-08-13,and,F,USA,24
82621264.0,2017-03-11,and,M,TUR,22
98928302.0,2015-06-22,and,F,TUR,18
38845453.0,2017-09-14,iOS,F,DEU,18
31251547.0,2016-12-21,iOS,M,USA,53
36096051.0,2017-10-15,and,M,CAN,21
88102362.0,2018-02-14,and,F,USA,21
11756777.0,2017-05-12,iOS,M,USA,18
48151007.0,2017-04-30,and,F,USA,15
59545136.0,2017-10-22,and,M,BRA,16
58011203.0,2016-06-08,iOS,M,TUR,33
75448559.0,2017-10-15,and,M,CAN,21
43346800.0,2017-10-25,and,F,USA,17
90689254.0,2018-03-04,and,F,USA,23
50137793.0,2017-02-19,iOS,F,USA,15
63799735.0,2017-05-14,and,F,USA,31
62460648.0,2017-08-03,iOS,M,FRA,15
79382095.0,2018-01-27,and,F,USA,17
90922648.0,2017-12-04,and,M,USA,39
11274144.0,2017-04-01,and,M,CAN,19
68346196.0,2017-01-12,and,F,USA,27
19265199.0,2018-02-15,and,F,USA,30
59225987.0,2018-02-16,and,F,FRA,18
57255631.0,2018-02-05,and,M,CAN,16
92892805.0,2017-07-27,and,M,BRA,15
33561696.0,2017-04-04,iOS,M,BRA,38
93934496.0,2015-11-22,iOS,F,FRA,42
46565142.0,2016-11-26,iOS,F,USA,17
25628531.0,2017-01-25,iOS,F,USA,18
99265353.0,2016-06-04,iOS,F,BRA,26
59072594.0,2017-10-26,iOS,F,USA,25
40718027.0,2018-01-11,iOS,F,BRA,22
84511047.0,2017-11-05,iOS,F,BRA,17
98015368.0,2016-11-05,iOS,M,BRA,24
70901385.0,2017-11-15,iOS,M,USA,29
30871934.0,2017-03-31,and,F,DEU,34
25107539.0,2015-10-12,iOS,M,USA,16
27207518.0,2015-12-14,and,F,BRA,23
45935274.0,2017-02-06,and,M,USA,51
73471600.0,2018-03-15,and,F,USA,25
44953303.0,2017-11-06,iOS,M,TUR,15
24373914.0,2017-01-27,and,M,USA,32
46075649.0,2017-09-08,and,F,TUR,16
71160014.0,2016-12-27,iOS,F,USA,25
35783429.0,2018-02-08,and,M,USA,17
56109907.0,2017-10-01,iOS,M,USA,20
74479870.0,2016-04-23,and,F,BRA,25
95399683.0,2016-06-11,and,M,TUR,26
84868195.0,2018-03-04,and,F,USA,27
23119210.0,2017-01-05,iOS,M,BRA,32
95406503.0,2016-02-25,iOS,M,BRA,29
34830224.0,2017-11-20,and,F,DEU,26
96912811.0,2016-07-03,iOS,F,TUR,26
21794944.0,2017-09-26,iOS,F,USA,22
83202499.0,2017-10-20,and,M,USA,19
41644485.0,2017-09-14,and,M,USA,21
22917732.0,2017-07-20,and,M,BRA,15
89104187.0,2018-01-26,iOS,M,USA,19
61277540.0,2018-03-07,and,M,DEU,17
89192357.0,2017-01-07,iOS,F,DEU,15
77842663.0,2018-03-18,and,F,BRA,16
28376091.0,2018-01-24,iOS,F,BRA,17
92286561.0,2017-11-14,iOS,F,BRA,16
56687859.0,2017-03-28,iOS,F,FRA,28
12642737.0,2018-02-15,iOS,M,USA,20
28239011.0,2017-06-11,and,M,BRA,42
25417197.0,2017-09-13,and,M,CAN,20
36405215.0,2017-08-23,and,F,DEU,25
64466999.0,2018-02-07,and,F,USA,15
53674223.0,2018-01-29,and,M,TUR,28
67158480.0,2017-05-18,iOS,F,USA,25
66308381.0,2017-05-14,and,F,BRA,20
36104017.0,2015-08-20,and,F,USA,23
81781183.0,2017-06-06,and,M,BRA,31
69237628.0,2016-05-30,iOS,F,FRA,16
14283395.0,2015-09-03,and,M,DEU,29
42233261.0,2017-06-24,and,F,DEU,61
89444899.0,2018-03-14,and,F,USA,26
73660053.0,2017-09-01,iOS,F,CAN,19
52476184.0,2017-12-15,iOS,F,BRA,19
93326059.0,2016-12-04,and,M,USA,41
44913299.0,2017-08-19,and,F,FRA,21
71241847.0,2015-10-29,iOS,F,DEU,15
83267844.0,2016-03-14,and,F,USA,18
12237480.0,2018-03-15,iOS,M,USA,16
84397857.0,2018-01-27,and,F,USA,17
25477677.0,2018-03-16,iOS,M,USA,19
83529959.0,2018-01-26,and,M,USA,19
98875294.0,2017-11-11,iOS,F,FRA,16
99934344.0,2017-12-23,and,F,BRA,28
40260401.0,2017-07-28,iOS,M,FRA,17
72557992.0,2016-05-07,and,M,TUR,49
83957693.0,2018-01-04,and,F,TUR,30
66527522.0,2017-10-10,and,F,BRA,19
99221148.0,2017-09-03,and,F,USA,18
90487236.0,2018-02-21,and,F,USA,23
86556330.0,2018-03-04,and,F,USA,28
77910519.0,2017-07-21,and,F,BRA,29
86985042.0,2017-05-02,and,M,USA,34
77005791.0,2018-03-03,and,F,USA,22
90181049.0,2018-03-02,and,F,USA,22
63742217.0,2018-01-16,iOS,F,FRA,17
68844904.0,2016-10-21,and,F,USA,54
24140526.0,2017-06-08,and,F,USA,18
31379921.0,2016-10-08,iOS,F,USA,34
77425668.0,2018-03-07,and,F,USA,32
31300075.0,2016-11-25,and,M,BRA,29
31545368.0,2016-07-17,and,F,BRA,19
15108185.0,2017-06-05,iOS,M,DEU,28
95585491.0,2017-08-11,iOS,F,TUR,17
62277131.0,2017-01-26,and,F,USA,22
62097636.0,2018-03-08,and,F,CAN,23
90099924.0,2017-12-09,iOS,F,USA,17
28718244.0,2016-05-09,iOS,M,FRA,24
18089649.0,2016-12-19,and,F,USA,42
38275170.0,2017-02-25,iOS,F,USA,24
30580782.0,2016-10-15,and,F,BRA,26
93088362.0,2017-01-16,iOS,F,DEU,20
29689616.0,2018-02-02,and,M,DEU,18
13516426.0,2017-10-03,iOS,F,TUR,19
92099063.0,2018-03-18,and,M,TUR,39
34286167.0,2016-05-05,iOS,F,FRA,24
99382112.0,2018-02-09,and,F,BRA,25
72833980.0,2018-03-11,and,F,BRA,15
50989849.0,2017-02-27,and,M,USA,17
31823371.0,2016-05-25,iOS,F,USA,19
59186012.0,2017-12-18,iOS,F,BRA,17
78092336.0,2015-05-20,and,F,BRA,16
32128829.0,2016-08-11,and,F,BRA,31
45451874.0,2018-01-04,and,F,CAN,46
97558109.0,2017-12-31,and,F,USA,15
22217113.0,2018-01-13,iOS,F,FRA,24
41045336.0,2017-10-17,and,M,TUR,18
79595704.0,2017-12-24,iOS,M,USA,18
77364889.0,2017-03-01,iOS,M,USA,25
20349424.0,2017-04-27,and,M,TUR,19
13005494.0,2015-09-21,iOS,M,CAN,22
27459699.0,2015-11-23,iOS,F,USA,39
74106810.0,2018-02-17,iOS,M,TUR,26
81366794.0,2016-08-22,and,F,USA,39
71322177.0,2016-04-10,iOS,F,TUR,33
73451910.0,2018-01-19,and,F,USA,39
29172968.0,2017-01-29,and,F,BRA,30
13858108.0,2016-05-06,and,F,TUR,17
44486603.0,2017-01-30,and,F,CAN,22
49634104.0,2018-02-26,and,M,DEU,18
86841326.0,2018-02-26,and,F,DEU,72
26743843.0,2015-11-06,iOS,F,USA,20
54244351.0,2017-12-09,iOS,F,BRA,17
28191749.0,2018-01-28,and,M,DEU,28
25586861.0,2017-03-20,iOS,F,BRA,15
93838937.0,2017-10-21,iOS,M,USA,17
41603681.0,2018-01-07,iOS,M,USA,21
90167124.0,2017-03-15,iOS,F,BRA,34
92270423.0,2018-01-25,and,M,USA,42
38488899.0,2017-11-17,and,F,USA,19
82291374.0,2018-03-10,iOS,M,DEU,27
51505100.0,2017-12-10,iOS,F,USA,16
24027127.0,2018-02-21,and,M,USA,34
27707337.0,2017-11-09,and,F,DEU,28
85023520.0,2016-12-06,and,F,USA,22
73538625.0,2018-02-26,iOS,F,CAN,17
56637414.0,2016-06-19,and,M,USA,15
29550215.0,2017-08-06,and,M,DEU,20
34206549.0,2017-09-15,and,F,FRA,15
19760811.0,2017-02-24,and,F,DEU,37
44958087.0,2018-02-09,iOS,M,FRA,22
58810597.0,2018-01-27,and,M,CAN,18
68897421.0,2017-01-12,and,M,BRA,38
15267680.0,2018-03-14,iOS,F,BRA,23
60257149.0,2017-11-18,and,M,DEU,20
49161658.0,2017-04-03,and,F,BRA,34
73306006.0,2017-11-14,iOS,M,BRA,25
37353609.0,2017-06-05,and,M,USA,33
29559757.0,2018-03-03,and,F,BRA,18
26598444.0,2016-07-10,iOS,F,USA,16
43398703.0,2017-07-27,and,F,BRA,16
27449174.0,2017-08-19,and,M,BRA,22
34495675.0,2015-11-23,iOS,F,TUR,41
11160187.0,2018-02-28,and,M,FRA,26
90548236.0,2016-08-04,iOS,M,USA,28
12512467.0,2016-10-23,iOS,M,BRA,34
